,RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY
0,-42.633,-55.309,-59.468,77.132,209.58,290.91900000000004,60.211999999999996,0.069
1,-43.282,-55.309,-59.468,81.186,209.58,290.91900000000004,61.096000000000004,0.061
2,-44.095,-55.309,-59.468,86.56200000000001,209.58,290.91900000000004,61.756,0.053
3,-44.095,-55.309,-59.532,86.56200000000001,209.58,292.4,62.086999999999996,0.047
4,-44.095,-55.309,-59.347,86.56200000000001,209.58,288.156,63.088,0.040999999999999995
5,-44.568000000000005,-55.309,-59.347,89.848,209.58,288.156,63.891000000000005,0.036000000000000004
6,-45.226000000000006,-55.309,-59.347,94.62899999999999,209.58,288.156,64.482,0.032
7,-46.772,-55.309,-59.347,106.9,209.58,288.156,64.678,0.027999999999999997
8,-46.772,-55.309,-59.426,106.9,209.58,289.95799999999997,64.54899999999999,0.024
9,-46.678000000000004,-55.309,-59.426,106.115,209.58,289.95799999999997,64.458,0.021
10,-46.678000000000004,-55.03,-59.426,106.115,205.012,289.95799999999997,63.585,0.019
11,-47.928000000000004,-55.03,-59.426,117.101,205.012,289.95799999999997,62.495,0.016
12,-47.928000000000004,-55.03,-59.132,117.101,205.012,283.322,62.63399999999999,0.013999999999999999
13,-47.815,-55.03,-59.132,116.069,205.012,283.322,62.788000000000004,0.01
14,-47.958999999999996,-55.03,-59.132,117.389,205.012,283.322,62.882,0.011000000000000001
15,-48.568999999999996,-55.03,-59.132,123.175,205.012,283.322,62.783,0.01
16,-48.568999999999996,-55.03,-59.11600000000001,123.175,205.012,282.965,62.754,0.008
17,-48.379,-55.03,-59.11600000000001,121.345,205.012,282.965,62.788000000000004,0.006999999999999999
18,-48.379,-54.784,-59.11600000000001,121.345,201.079,282.965,62.147,0.006
19,-49.422,-54.784,-59.11600000000001,131.751,201.079,282.965,61.24,0.02
20,-49.422,-54.784,-58.981,131.751,201.079,279.966,60.928000000000004,0.031
21,-49.25,-54.784,-58.981,129.975,201.079,279.966,60.715,0.02
22,-49.341,-54.784,-58.981,130.908,201.079,279.966,60.496,0.024
23,-49.341,-54.784,-59.225,130.908,201.079,285.413,59.416000000000004,0.021
24,-49.341,-54.784,-58.956,130.908,201.079,279.415,59.443000000000005,0.01
