RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY,Region
-56.164,-47.928,-57.338,224.198,117.105,245.939,184.111,0,Region3
-56.507,-47.928,-57.338,230.349,117.105,245.939,184.971,0,Region3
-56.507,-47.928,-57.338,230.349,117.105,245.939,185.727,0,Region3
-56.507,-47.928,-57.176,230.349,117.105,242.819,186.496,0,Region3
-56.204,-47.928,-57.176,224.902,117.105,242.819,186.457,0,Region3
-56.3,-47.928,-57.176,226.618,117.105,242.819,186.647,0,Region3
-56.3,-47.928,-57.397,226.618,117.105,247.084,186.67,0,Region3
-56.3,-47.928,-57.107,226.618,117.105,241.496,186.877,0,Region3
-56.143,-47.928,-57.107,223.823,117.105,241.496,186.697,0,Region3
-56.247,-47.928,-57.107,225.662,117.105,241.496,186.776,0,Region3
-56.247,-47.928,-57.107,225.662,117.105,241.496,186.846,0,Region3
-56.247,-47.928,-57.336,225.662,117.105,245.9,186.761,0,Region3
-56.096,-47.928,-57.336,222.993,117.105,245.9,186.34,0,Region3
-56.084,-47.928,-57.336,222.789,117.105,245.9,185.944,0,Region3
-56.084,-47.928,-57.658,222.789,117.105,252.233,185.38,0,Region3
-56.084,-47.928,-57.7,222.789,117.105,253.057,184.856,0,Region3
-55.953,-47.928,-57.7,220.496,117.105,253.057,184.102,0,Region3
-56.201,-47.928,-57.7,224.846,117.105,253.057,183.997,0,Region3
-56.201,-47.928,-57.857,224.846,117.105,256.218,183.795,0,Region3
-56.201,-47.928,-57.753,224.846,117.105,254.13,183.69,0,Region3
-56.297,-47.928,-57.753,226.568,117.105,254.13,183.822,0,Region3
-56.503,-47.928,-57.753,230.28,117.105,254.13,184.427,0,Region3
-56.503,-47.928,-57.662,230.28,117.105,252.31,185.022,0,Region3
-56.503,-47.928,-57.34,230.28,117.105,245.98,185.761,0,Region3
-56.503,-47.928,-57.34,230.28,117.105,245.98,186.411,0,Region3
-56.927,-47.928,-57.34,238.095,117.105,245.98,188.037,0,Region3
-56.927,-47.928,-57.178,238.095,117.105,242.855,189.57,0,Region3
