,RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY
9,-50.854,-48.318999999999996,-59.21,147.496,120.771,285.067,97.07,0.0
10,-50.854,-48.318999999999996,-59.306000000000004,147.496,120.771,287.225,97.742,0.0
11,-50.854,-48.318999999999996,-59.148,147.496,120.771,283.668,98.471,0.0
13,-51.052,-48.318999999999996,-59.148,149.819,120.771,283.668,99.583,0.0
14,-51.052,-48.318999999999996,-59.493,149.819,120.771,291.496,99.98,0.0
15,-51.052,-48.318999999999996,-59.191,149.819,120.771,284.643,100.6,0.0
16,-51.052,-48.318999999999996,-58.926,149.819,120.771,278.752,101.37200000000001,0.0
17,-51.53,-48.318999999999996,-58.926,155.572,120.771,278.752,102.55799999999999,0.0
18,-51.53,-48.318999999999996,-59.056000000000004,155.572,120.771,281.624,103.48899999999999,0.0
19,-51.53,-48.318999999999996,-58.928000000000004,155.572,120.771,278.8,104.416,0.0
20,-51.103,-48.318999999999996,-58.928000000000004,150.418,120.771,278.8,104.777,0.0
21,-51.09,-48.318999999999996,-58.928000000000004,150.27100000000002,120.771,278.8,105.081,0.0
22,-51.09,-48.318999999999996,-59.058,150.27100000000002,120.771,281.66700000000003,105.238,0.0
23,-51.09,-48.318999999999996,-59.051,150.27100000000002,120.771,281.51099999999997,105.382,0.0
24,-51.09,-48.318999999999996,-59.051,150.27100000000002,120.771,281.51099999999997,105.509,0.0
25,-51.09,-48.318999999999996,-59.051,150.27100000000002,120.771,281.51099999999997,105.62,0.0
26,-51.09,-48.318999999999996,-59.528999999999996,150.27100000000002,120.771,292.324,105.292,0.0
27,-51.09,-48.318999999999996,-59.949,150.27100000000002,120.771,296.94,104.81700000000001,0.0
28,-51.2,-48.318999999999996,-59.949,151.58100000000002,120.771,296.94,104.514,0.0
29,-51.055,-48.318999999999996,-59.949,149.85399999999998,120.771,296.94,104.09700000000001,0.0
30,-51.055,-48.318999999999996,-61.165,149.85399999999998,120.771,296.94,103.73100000000001,0.0
31,-51.055,-48.318999999999996,-62.114,149.85399999999998,120.771,296.94,103.40899999999999,0.0
32,-51.055,-48.318999999999996,-62.114,149.85399999999998,120.771,296.94,103.126,0.0
33,-51.533,-48.318999999999996,-62.114,155.60399999999998,120.771,296.94,103.383,0.0
34,-51.952,-48.318999999999996,-62.114,160.84,120.771,296.94,104.087,0.0
35,-51.952,-48.318999999999996,-62.1,160.84,120.771,296.94,104.706,0.0
36,-51.595,-48.318999999999996,-62.1,156.371,120.771,296.94,104.84100000000001,0.0
37,-51.523,-48.318999999999996,-62.1,155.486,120.771,296.94,104.88,0.0
38,-51.523,-48.318999999999996,-61.725,155.486,120.771,296.94,104.914,0.0
39,-51.523,-48.318999999999996,-61.153,155.486,120.771,296.94,104.945,0.0
40,-51.339,-48.318999999999996,-61.153,153.24200000000002,120.771,296.94,104.772,0.0
41,-51.782,-48.318999999999996,-61.153,158.692,120.771,296.94,105.11,0.0
42,-51.782,-48.318999999999996,-60.771,158.692,120.771,296.94,105.40700000000001,0.0
43,-51.782,-48.318999999999996,-60.193999999999996,158.692,120.771,296.94,105.66799999999999,0.0
44,-51.445,-48.318999999999996,-60.193999999999996,154.534,120.771,296.94,105.522,0.0
45,-51.875,-48.318999999999996,-60.193999999999996,159.86700000000002,120.771,296.94,105.87700000000001,0.0
46,-51.875,-48.318999999999996,-60.897,159.86700000000002,120.771,296.94,106.189,0.0
47,-51.875,-48.318999999999996,-61.998000000000005,159.86700000000002,120.771,296.94,106.463,0.0
48,-51.527,-48.318999999999996,-61.998000000000005,155.539,120.771,296.94,106.311,0.0
49,-51.463,-48.318999999999996,-61.998000000000005,154.759,120.771,296.94,106.10700000000001,0.0
50,-51.463,-48.318999999999996,-61.998000000000005,154.759,120.771,296.94,105.928,0.0
51,-51.463,-48.318999999999996,-62.361999999999995,154.759,120.771,296.94,105.771,0.0
52,-51.165,-48.318999999999996,-62.361999999999995,151.162,120.771,296.94,105.315,0.0
53,-51.266000000000005,-48.318999999999996,-62.361999999999995,152.371,120.771,296.94,105.021,0.0
54,-51.355,-48.318999999999996,-62.361999999999995,153.442,120.771,296.94,104.85600000000001,0.0
55,-51.355,-48.318999999999996,-62.681000000000004,153.442,120.771,296.94,104.712,0.0
56,-51.191,-48.318999999999996,-62.681000000000004,151.47,120.771,296.94,104.411,0.0
57,-51.191,-48.318999999999996,-62.681000000000004,151.47,120.771,296.94,104.147,0.0
58,-51.191,-48.318999999999996,-62.681000000000004,151.47,120.771,296.94,103.915,0.0
59,-51.191,-48.318999999999996,-62.357,151.47,120.771,296.94,103.711,0.0
60,-50.926,-48.318999999999996,-62.357,148.335,120.771,296.94,103.26100000000001,0.0
61,-50.926,-48.318999999999996,-62.357,148.335,120.771,296.94,102.866,0.0
62,-50.926,-44.792,-62.357,148.335,91.447,296.94,103.884,0.0
63,-50.926,-44.792,-61.466,148.335,91.447,296.94,104.78,0.0
65,-51.335,-44.792,-61.466,153.2,91.447,296.94,106.48,0.0
66,-51.335,-44.792,-61.168,153.2,91.447,296.94,107.484,0.0
67,-51.335,-44.792,-60.663000000000004,153.2,91.447,296.94,108.366,0.0
68,-51.416000000000004,-44.792,-60.663000000000004,154.17600000000002,91.447,296.94,109.228,0.0
69,-51.416000000000004,-47.486000000000004,-60.663000000000004,154.17600000000002,113.09,296.94,109.014,0.0
70,-51.416000000000004,-47.486000000000004,-60.663000000000004,154.17600000000002,113.09,296.94,108.82600000000001,0.0
71,-51.416000000000004,-47.486000000000004,-60.22,154.17600000000002,113.09,296.94,108.66,0.0
72,-51.416000000000004,-47.486000000000004,-60.22,154.17600000000002,113.09,296.94,108.515,0.0
73,-51.728,-47.486000000000004,-60.22,158.026,113.09,296.94,108.73299999999999,0.0
74,-51.728,-47.486000000000004,-61.162,158.026,113.09,296.94,108.925,0.0
75,-51.728,-47.486000000000004,-63.07899999999999,158.026,113.09,296.94,109.094,0.0
85,-51.001999999999995,-47.486000000000004,-62.442,149.22899999999998,113.09,296.94,99.015,0.0
86,-51.001999999999995,-47.486000000000004,-62.751999999999995,149.22899999999998,113.09,296.94,99.604,0.0
87,-51.001999999999995,-47.486000000000004,-62.419,149.22899999999998,113.09,296.94,100.12200000000001,0.0
92,-51.031000000000006,-47.486000000000004,-62.005,149.569,113.09,296.94,101.236,0.0
93,-51.148,-47.486000000000004,-62.005,150.958,113.09,296.94,101.706,0.0
94,-51.251000000000005,-47.486000000000004,-62.005,152.191,113.09,296.94,102.227,0.0
95,-51.251000000000005,-47.486000000000004,-61.52,152.191,113.09,296.94,102.685,0.0
96,-51.251000000000005,-47.486000000000004,-61.52,152.191,113.09,296.94,103.087,0.0
97,-51.251000000000005,-47.486000000000004,-61.52,152.191,113.09,296.94,103.441,0.0
98,-51.251000000000005,-47.486000000000004,-61.699,152.191,113.09,296.94,103.75200000000001,0.0
99,-51.251000000000005,-47.486000000000004,-61.494,152.191,113.09,296.94,104.025,0.0
100,-51.221000000000004,-47.486000000000004,-61.494,151.826,113.09,296.94,104.23299999999999,0.0
101,-51.43600000000001,-47.486000000000004,-61.494,154.42600000000002,113.09,296.94,104.646,0.0
102,-51.43600000000001,-47.486000000000004,-61.676,154.42600000000002,113.09,296.94,105.009,0.0
103,-51.43600000000001,-47.486000000000004,-61.836000000000006,154.42600000000002,113.09,296.94,105.32700000000001,0.0
104,-51.504,-47.486000000000004,-61.836000000000006,155.259,113.09,296.94,105.682,0.0
105,-51.685,-47.486000000000004,-61.836000000000006,157.491,113.09,296.94,106.195,0.0
