,RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY
33,-58.801,-47.928000000000004,-56.44,276.01099999999997,117.105,229.137,200.951,4.863
34,-58.801,-47.928000000000004,-56.629,276.01099999999997,117.105,232.574,202.046,5.348
35,-58.801,-48.784,-56.629,276.01099999999997,125.28200000000001,232.574,203.00900000000001,6.345
36,-60.035,-48.784,-56.629,296.94,125.28200000000001,232.574,203.855,7.221
37,-61.12,-48.784,-56.629,296.94,125.28200000000001,232.574,204.59900000000002,7.9910000000000005
38,-61.12,-48.784,-56.629,296.94,125.28200000000001,232.574,205.252,8.668
39,-61.12,-48.326,-56.629,296.94,120.839,232.574,205.827,8.948
40,-61.12,-48.326,-56.629,296.94,120.839,232.574,206.332,9.193999999999999
41,-62.437,-48.326,-56.629,296.94,120.839,232.574,206.77599999999998,9.41
42,-62.437,-48.326,-57.158,296.94,120.839,242.481,207.166,8.271
43,-62.437,-48.326,-57.138999999999996,296.94,120.839,242.115,207.50900000000001,7.294
44,-63.473,-48.326,-57.138999999999996,296.94,120.839,242.115,207.81099999999998,6.434
45,-64.505,-48.326,-57.138999999999996,296.94,120.839,242.115,208.076,5.678999999999999
46,-64.505,-48.326,-57.485,296.94,120.839,248.817,208.30900000000003,4.992
47,-64.505,-48.326,-57.184,296.94,120.839,242.985,208.513,4.388
48,-65.04899999999999,-48.326,-57.184,296.94,120.839,242.985,208.69299999999998,3.8569999999999998
49,-65.04899999999999,-49.255,-57.184,296.94,130.02100000000002,242.985,208.851,3.9560000000000004
50,-65.04899999999999,-49.255,-57.283,296.94,130.02100000000002,244.88299999999998,208.99,3.7760000000000002
51,-65.04899999999999,-49.255,-57.007,296.94,130.02100000000002,239.605,209.113,4.355
52,-65.043,-49.255,-57.007,296.94,130.02100000000002,239.605,209.22,4.864
53,-65.15899999999999,-49.255,-57.007,296.94,130.02100000000002,239.605,209.31400000000002,5.311
54,-65.15899999999999,-49.255,-56.763999999999996,296.94,130.02100000000002,235.05900000000003,209.39700000000002,6.3260000000000005
55,-65.15899999999999,-49.255,-56.428999999999995,296.94,130.02100000000002,228.93900000000002,209.47,8.037
56,-64.535,-49.255,-56.428999999999995,296.94,130.02100000000002,228.93900000000002,209.53400000000002,9.54
