RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY,Region
-48.424,-48.319,-58.658,121.774,120.771,272.934,94.486,0,Region2
-49.099,-48.319,-58.658,128.431,120.771,272.934,94.504,0,Region2
-49.099,-48.319,-58.658,128.431,120.771,272.934,94.519,0,Region2
-49.099,-48.319,-58.821,128.431,120.771,276.451,94.4,0,Region2
-49.099,-48.319,-58.964,128.431,120.771,279.58,94.176,0,Region2
-49.813,-48.319,-58.964,135.872,120.771,279.58,94.546,0,Region2
-50.441,-48.319,-58.964,142.768,120.771,279.58,95.425,0,Region2
-50.441,-48.319,-59.21,142.768,120.771,285.067,95.985,0,Region2
-50.145,-48.319,-59.21,139.48,120.771,285.067,96.21,0,Region2
-50.854,-48.319,-59.21,147.496,120.771,285.067,97.07,0,Region2
-50.854,-48.319,-59.306,147.496,120.771,287.225,97.742,0,Region2
-50.854,-48.319,-59.148,147.496,120.771,283.668,98.471,0,Region2
-50.509,-48.319,-59.148,143.533,120.771,283.668,98.78,0,Region2
-51.052,-48.319,-59.148,149.819,120.771,283.668,99.583,0,Region2
-51.052,-48.319,-59.493,149.819,120.771,291.496,99.98,0,Region2
-51.052,-48.319,-59.191,149.819,120.771,284.643,100.6,0,Region2
-51.052,-48.319,-58.926,149.819,120.771,278.752,101.372,0,Region2
-51.53,-48.319,-58.926,155.572,120.771,278.752,102.558,0,Region2
-51.53,-48.319,-59.056,155.572,120.771,281.624,103.489,0,Region2
-51.53,-48.319,-58.928,155.572,120.771,278.8,104.416,0,Region2
-51.103,-48.319,-58.928,150.418,120.771,278.8,104.777,0,Region2
-51.09,-48.319,-58.928,150.271,120.771,278.8,105.081,0,Region2
-51.09,-48.319,-59.058,150.271,120.771,281.667,105.238,0,Region2
-51.09,-48.319,-59.051,150.271,120.771,281.511,105.382,0,Region2
-51.09,-48.319,-59.051,150.271,120.771,281.511,105.509,0,Region2
-51.09,-48.319,-59.051,150.271,120.771,281.511,105.62,0,Region2
-51.09,-48.319,-59.529,150.271,120.771,292.324,105.292,0,Region2
-51.09,-48.319,-59.949,150.271,120.771,296.94,104.817,0,Region2
-51.2,-48.319,-59.949,151.581,120.771,296.94,104.514,0,Region2
-51.055,-48.319,-59.949,149.854,120.771,296.94,104.097,0,Region2
-51.055,-48.319,-61.165,149.854,120.771,296.94,103.731,0,Region2
-51.055,-48.319,-62.114,149.854,120.771,296.94,103.409,0,Region2
-51.055,-48.319,-62.114,149.854,120.771,296.94,103.126,0,Region2
-51.533,-48.319,-62.114,155.604,120.771,296.94,103.383,0,Region2
-51.952,-48.319,-62.114,160.84,120.771,296.94,104.087,0,Region2
-51.952,-48.319,-62.1,160.84,120.771,296.94,104.706,0,Region2
-51.595,-48.319,-62.1,156.371,120.771,296.94,104.841,0,Region2
-51.523,-48.319,-62.1,155.486,120.771,296.94,104.88,0,Region2
-51.523,-48.319,-61.725,155.486,120.771,296.94,104.914,0,Region2
-51.523,-48.319,-61.153,155.486,120.771,296.94,104.945,0,Region2
-51.339,-48.319,-61.153,153.242,120.771,296.94,104.772,0,Region2
-51.782,-48.319,-61.153,158.692,120.771,296.94,105.11,0,Region2
-51.782,-48.319,-60.771,158.692,120.771,296.94,105.407,0,Region2
-51.782,-48.319,-60.194,158.692,120.771,296.94,105.668,0,Region2
-51.445,-48.319,-60.194,154.534,120.771,296.94,105.522,0,Region2
-51.875,-48.319,-60.194,159.867,120.771,296.94,105.877,0,Region2
-51.875,-48.319,-60.897,159.867,120.771,296.94,106.189,0,Region2
-51.875,-48.319,-61.998,159.867,120.771,296.94,106.463,0,Region2
-51.527,-48.319,-61.998,155.539,120.771,296.94,106.311,0,Region2
-51.463,-48.319,-61.998,154.759,120.771,296.94,106.107,0,Region2
-51.463,-48.319,-61.998,154.759,120.771,296.94,105.928,0,Region2
-51.463,-48.319,-62.362,154.759,120.771,296.94,105.771,0,Region2
-51.165,-48.319,-62.362,151.162,120.771,296.94,105.315,0,Region2
-51.266,-48.319,-62.362,152.371,120.771,296.94,105.021,0,Region2
-51.355,-48.319,-62.362,153.442,120.771,296.94,104.856,0,Region2
-51.355,-48.319,-62.681,153.442,120.771,296.94,104.712,0,Region2
-51.191,-48.319,-62.681,151.47,120.771,296.94,104.411,0,Region2
-51.191,-48.319,-62.681,151.47,120.771,296.94,104.147,0,Region2
-51.191,-48.319,-62.681,151.47,120.771,296.94,103.915,0,Region2
-51.191,-48.319,-62.357,151.47,120.771,296.94,103.711,0,Region2
-50.926,-48.319,-62.357,148.335,120.771,296.94,103.261,0,Region2
-50.926,-48.319,-62.357,148.335,120.771,296.94,102.866,0,Region2
-50.926,-44.792,-62.357,148.335,91.447,296.94,103.884,0,Region2
-50.926,-44.792,-61.466,148.335,91.447,296.94,104.78,0,Region2
-50.693,-44.792,-61.466,145.634,91.447,296.94,105.338,0,Region2
-51.335,-44.792,-61.466,153.2,91.447,296.94,106.48,0,Region2
-51.335,-44.792,-61.168,153.2,91.447,296.94,107.484,0,Region2
-51.335,-44.792,-60.663,153.2,91.447,296.94,108.366,0,Region2
-51.416,-44.792,-60.663,154.176,91.447,296.94,109.228,0,Region2
-51.416,-47.486,-60.663,154.176,113.09,296.94,109.014,0,Region2
-51.416,-47.486,-60.663,154.176,113.09,296.94,108.826,0,Region2
-51.416,-47.486,-60.22,154.176,113.09,296.94,108.66,0,Region2
-51.416,-47.486,-60.22,154.176,113.09,296.94,108.515,0,Region2
-51.728,-47.486,-60.22,158.026,113.09,296.94,108.733,0,Region2
-51.728,-47.486,-61.162,158.026,113.09,296.94,108.925,0,Region2
-51.728,-47.486,-63.079,158.026,113.09,296.94,109.094,0,Region2
-49.946,-47.486,-63.079,137.302,113.09,296.94,107.479,0,Region2
-49.831,-47.486,-63.079,136.069,113.09,296.94,105.962,0,Region2
-49.831,-47.486,-62.948,136.069,113.09,296.94,104.628,0,Region2
-49.831,-47.486,-62.591,136.069,113.09,296.94,103.456,0,Region2
-49.61,-47.486,-62.591,133.711,113.09,296.94,102.243,0,Region2
-49.536,-47.486,-62.591,132.935,113.09,296.94,101.116,0,Region2
-49.536,-47.486,-62.641,132.935,113.09,296.94,100.127,0,Region2
-49.536,-47.486,-62.442,132.935,113.09,296.94,99.256,0,Region2
-49.35,-47.486,-62.442,131.001,113.09,296.94,98.345,0,Region2
-51.002,-47.486,-62.442,149.229,113.09,296.94,99.015,0,Region2
-51.002,-47.486,-62.752,149.229,113.09,296.94,99.604,0,Region2
-51.002,-47.486,-62.419,149.229,113.09,296.94,100.122,0,Region2
-50.76,-47.486,-62.419,146.405,113.09,296.94,100.337,0,Region2
-50.76,-47.486,-62.419,146.405,113.09,296.94,100.526,0,Region2
-50.76,-47.486,-62.419,146.405,113.09,296.94,100.692,0,Region2
-50.76,-47.486,-62.005,146.405,113.09,296.94,100.838,0,Region2
-51.031,-47.486,-62.005,149.569,113.09,296.94,101.236,0,Region2
-51.148,-47.486,-62.005,150.958,113.09,296.94,101.706,0,Region2
-51.251,-47.486,-62.005,152.191,113.09,296.94,102.227,0,Region2
-51.251,-47.486,-61.52,152.191,113.09,296.94,102.685,0,Region2
-51.251,-47.486,-61.52,152.191,113.09,296.94,103.087,0,Region2
-51.251,-47.486,-61.52,152.191,113.09,296.94,103.441,0,Region2
-51.251,-47.486,-61.699,152.191,113.09,296.94,103.752,0,Region2
-51.251,-47.486,-61.494,152.191,113.09,296.94,104.025,0,Region2
-51.221,-47.486,-61.494,151.826,113.09,296.94,104.233,0,Region2
-51.436,-47.486,-61.494,154.426,113.09,296.94,104.646,0,Region2
-51.436,-47.486,-61.676,154.426,113.09,296.94,105.009,0,Region2
-51.436,-47.486,-61.836,154.426,113.09,296.94,105.327,0,Region2
-51.504,-47.486,-61.836,155.259,113.09,296.94,105.682,0,Region2
-51.685,-47.486,-61.836,157.491,113.09,296.94,106.195,0,Region2
-51.845,-47.486,-61.836,159.48,113.09,296.94,106.827,0,Region2
-51.845,-47.486,-62.461,159.48,113.09,296.94,107.383,0,Region2
-51.742,-47.486,-62.461,158.199,113.09,296.94,107.754,0,Region2
-51.895,-47.486,-62.461,160.11,113.09,296.94,108.256,0,Region2
-54.086,-47.486,-62.461,190.311,113.09,296.94,111.746,0,Region2
-54.086,-47.486,-63.011,190.311,113.09,296.94,114.815,0,Region2
-54.086,-47.486,-63.493,190.311,113.09,296.94,117.512,0,Region2
-54.086,-47.486,-63.493,190.311,113.09,296.94,119.882,0,Region2
-54.086,-47.486,-63.493,190.311,113.09,296.94,121.966,0,Region2
-54.086,-47.486,-63.676,190.311,113.09,296.94,123.797,0,Region2
-53.955,-47.486,-63.676,188.349,113.09,296.94,125.193,0,Region2
-53.234,-47.486,-63.676,177.943,113.09,296.94,125.321,0,Region2
-54.174,-47.486,-63.676,191.634,113.09,296.94,126.892,0,Region2
-54.174,-47.486,-63.352,191.634,113.09,296.94,128.272,0,Region2
-53.79,-47.486,-63.352,185.916,113.09,296.94,128.864,0,Region2
-53.79,-47.486,-63.352,185.916,113.09,296.94,129.384,0,Region2
