RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY,Region
-53.16,-50.963,-54.15,176.912,148.775,191.269,134.858,71.765,Region4
-53.141,-50.963,-54.15,176.642,148.775,191.269,135.171,71.623,Region4
-53.366,-50.963,-54.15,179.804,148.775,191.269,135.772,71.499,Region4
-53.366,-50.963,-54.253,179.804,148.775,192.828,136.258,71.217,Region4
-53.366,-50.963,-54.101,179.804,148.775,190.537,136.746,71.222,Region4
-53.321,-50.963,-54.101,179.178,148.775,190.537,137.11,71.227,Region4
-53.404,-50.963,-54.101,180.342,148.775,190.537,137.551,71.231,Region4
-53.404,-50.963,-54.21,180.342,148.775,192.179,137.895,71.054,Region4
-53.404,-50.963,-54.063,180.342,148.775,189.972,138.255,71.141,Region4
-53.355,-50.963,-54.063,179.648,148.775,189.972,138.5,71.217,Region4
-53.433,-50.963,-54.063,180.758,148.775,189.972,138.831,71.285,Region4
-53.433,-50.963,-54.177,180.758,148.775,191.678,139.076,71.156,Region4
-53.433,-50.963,-53.913,180.758,148.775,187.737,139.395,71.474,Region4
-53.433,-50.963,-53.913,180.758,148.775,187.737,139.675,71.753,Region4
-53.38,-50.963,-53.913,180.013,148.775,187.737,139.844,71.999,Region4
-53.38,-50.963,-54.045,180.013,148.775,189.695,139.941,72.002,Region4
-53.38,-50.963,-54.16,180.013,148.775,191.432,139.982,71.814,Region4
-53.092,-50.963,-54.16,175.969,148.775,191.432,139.602,71.648,Region4
-53.081,-50.963,-54.16,175.814,148.775,191.432,139.253,71.503,Region4
-53.081,-50.963,-54.262,175.814,148.775,192.972,138.906,71.205,Region4
-53.081,-50.963,-54.109,175.814,148.775,190.662,138.661,71.198,Region4
-47.988,-50.963,-54.109,117.659,148.775,190.662,133.528,71.192,Region4
-48.595,-50.963,-54.109,123.425,148.775,190.662,129.416,71.186,Region4
-48.595,-50.963,-54.217,123.425,148.775,192.289,125.76,71.002,Region4
-48.595,-50.963,-54.07,123.425,148.775,190.069,122.604,71.085,Region4
-48.886,-50.963,-54.07,126.291,148.775,190.069,120.036,71.158,Region4
-49.263,-50.963,-54.07,130.101,148.775,190.069,118.061,71.221,Region4
-49.263,-50.963,-54.303,130.101,148.775,193.603,116.232,70.887,Region4
-49.263,-50.963,-54.146,130.101,148.775,191.209,114.687,70.858,Region4
-49.231,-50.963,-54.146,129.776,148.775,191.209,113.305,70.833,Region4
-50.292,-50.963,-54.146,141.105,148.775,191.209,112.975,70.811,Region4
-50.292,-50.963,-54.146,141.105,148.775,191.209,112.684,70.791,Region4
-50.292,-50.963,-53.886,141.105,148.775,187.333,112.53,71.197,Region4
-50.257,-50.963,-53.886,140.712,148.775,187.333,112.362,71.554,Region4
-50.71,-50.963,-53.886,145.83,148.775,187.333,112.637,71.867,Region4
-50.71,-50.963,-53.779,145.83,148.775,185.756,112.919,72.312,Region4
-50.71,-50.963,-53.442,145.83,148.775,180.894,113.289,73.217,Region4
-50.866,-50.963,-53.442,147.636,148.775,180.894,113.768,74.013,Region4
-51.608,-50.963,-53.442,156.538,148.775,180.894,114.968,74.712,Region4
-51.608,-50.963,-53.442,156.538,148.775,180.894,116.024,75.326,Region4
-51.608,-50.963,-53.268,156.538,148.775,178.421,117.012,76.122,Region4
-51.414,-50.963,-53.268,154.153,148.775,178.421,117.668,76.822,Region4
-51.414,-50.963,-53.268,154.153,148.775,178.421,118.244,77.437,Region4
-51.727,-50.963,-53.268,158.005,148.775,178.421,119.097,77.978,Region4
-51.727,-50.963,-52.993,158.005,148.775,174.601,119.939,78.842,Region4
-51.76,-50.963,-52.993,158.418,148.775,174.601,120.717,79.601,Region4
-51.76,-50.963,-52.993,158.418,148.775,174.601,121.401,80.269,Region4
-51.76,-50.963,-52.993,158.418,148.775,174.601,122.002,80.855,Region4
-51.76,-50.963,-52.873,158.418,148.775,172.953,122.569,81.536,Region4
-51.789,-50.963,-52.873,158.781,148.775,172.953,123.101,82.134,Region4
