RSSI1,RSSI2,RSSI3,Distance1,Distance2,Distance3,PosX,PosY,Region
-48.236,-48.174,-58.076,119.984,119.395,260.671,94.034,0,Region1
-48.236,-48.174,-58.076,119.984,119.395,260.671,94.023,0,Region1
-48.236,-48.174,-58.066,119.984,119.395,260.484,94.02,0,Region1
-48.207,-48.174,-58.066,119.714,119.395,260.484,93.999,0,Region1
-48.303,-48.174,-58.066,120.623,119.395,260.484,94.043,0,Region1
-48.303,-48.174,-58.066,120.623,119.395,260.484,94.083,0,Region1
-48.303,-48.174,-57.937,120.623,119.395,257.846,94.211,0,Region1
-48.267,-48.174,-57.937,120.275,119.395,257.846,94.299,0,Region1
-48.234,-48.174,-57.937,119.969,119.395,257.846,94.356,0,Region1
-48.234,-48.174,-57.945,119.969,119.395,258,94.4,0,Region1
-48.234,-48.174,-57.952,119.969,119.395,258.136,94.434,0,Region1
-48.234,-48.174,-57.957,119.969,119.395,258.255,94.46,0,Region1
-48.448,-48.174,-57.957,122.008,119.395,258.255,94.624,0,Region1
-45.368,-48.174,-57.957,95.698,119.395,258.255,93.119,0,Region1
-45.368,-48.174,-57.963,95.698,119.395,258.36,91.791,0,Region1
-45.566,-48.174,-57.963,97.201,119.395,258.36,90.708,0,Region1
-45.566,-48.174,-57.963,97.201,119.395,258.36,89.756,0,Region1
-45.566,-48.174,-57.963,97.201,119.395,258.36,88.92,0,Region1
-45.566,-48.174,-57.846,97.201,119.395,255.998,88.268,0,Region1
-45.739,-48.174,-57.846,98.541,119.395,255.998,87.77,0,Region1
-46.013,-48.174,-57.846,100.69,119.395,255.998,87.456,0,Region1
-46.013,-49.121,-57.846,100.69,128.655,255.998,86.676,0,Region1
-46.013,-49.121,-57.623,100.69,128.655,251.527,86.146,0,Region1
-46.011,-49.121,-57.623,100.678,128.655,251.527,85.679,0,Region1
-46.011,-49.121,-57.623,100.678,128.655,251.527,85.269,0,Region1
-46.011,-49.121,-57.789,100.678,128.655,254.855,84.792,0,Region1
-46.011,-49.121,-57.573,100.678,128.655,250.539,84.524,0,Region1
-46.01,-49.121,-57.573,100.667,128.655,250.539,84.287,0,Region1
-46.251,-49.121,-57.573,102.597,128.655,250.539,84.191,0,Region1
-46.251,-49.121,-57.988,102.597,128.655,258.87,83.816,0,Region1
-46.251,-49.121,-57.868,102.597,128.655,256.442,83.573,0,Region1
-46.251,-49.121,-57.868,102.597,128.655,256.442,83.359,0,Region1
-46.251,-49.121,-57.868,102.597,128.655,256.442,83.17,0,Region1
-46.251,-49.121,-57.868,102.597,128.655,256.442,83.005,0,Region1
-46.251,-49.121,-58.489,102.597,128.655,269.315,82.395,0,Region1
-46.22,-49.121,-58.489,102.352,128.655,269.315,81.845,0,Region1
-46.436,-49.121,-58.489,104.105,128.655,269.315,81.465,0,Region1
-46.625,-49.121,-58.489,105.671,128.655,269.315,81.226,0,Region1
-46.625,-49.121,-60.124,105.671,128.655,296.94,79.943,0,Region1
-46.549,-49.121,-60.124,105.043,128.655,296.94,78.777,0,Region1
-46.725,-49.121,-60.124,106.507,128.655,296.94,77.841,0,Region1
-46.725,-49.121,-60.124,106.507,128.655,296.94,77.018,0,Region1
-46.725,-49.121,-61.804,106.507,128.655,296.94,76.295,0,Region1
-46.725,-49.121,-61.804,106.507,128.655,296.94,75.66,0,Region1
-46.758,-49.121,-61.804,106.787,128.655,296.94,75.119,0,Region1
-46.788,-49.121,-61.804,107.033,128.655,296.94,74.658,0,Region1
-46.788,-49.121,-62.312,107.033,128.655,296.94,74.253,0,Region1
-46.692,-49.121,-62.312,106.232,128.655,296.94,73.848,0,Region1
-46.692,-49.121,-62.312,106.232,128.655,296.94,73.492,0,Region1
-46.692,-49.121,-62.312,106.232,128.655,296.94,73.179,0,Region1
-46.692,-49.121,-62.637,106.232,128.655,296.94,72.904,0,Region1
-46.608,-49.121,-62.637,105.532,128.655,296.94,72.619,0,Region1
-46.656,-49.121,-62.637,105.928,128.655,296.94,72.393,0,Region1
-47.787,-49.121,-62.637,115.809,128.655,296.94,72.826,0,Region1
-47.787,-49.121,-62.802,115.809,128.655,296.94,73.206,0,Region1
